Source,Target,weight
7741,7452,144.0
7741,7454,310.0
7741,7468,120.0
7741,7732,270.0
7741,7735,460.0
7741,7736,460.0
7741,7739,160.0
7741,7746,124.0
7742,7355,150.0
7742,7358,358.3333
7742,7360,310.0
7742,7361,124.0
7742,7362,345.0
7742,7363,310.0
7742,7367,310.0
7742,7369,160.0
7742,7371,160.0
7742,7445,160.0
7742,7468,160.0
7742,7736,460.0
7742,7745,160.0
7743,7403,128.0
7743,7406,160.0
7743,7408,309.3333
7743,7411,137.0
7743,7413,160.0
7743,7414,160.0
7743,7419,137.0
7743,7425,288.0
7743,7428,128.0
7743,7430,288.0
7743,7437,128.0
7743,7439,160.0
7743,7445,160.0
7743,7450,160.0
7743,7454,160.0
7743,7481,128.0
7744,7300,232.0
7744,7309,124.0
7744,7323,124.0
7744,7337,124.0
7744,7343,150.0
7744,7346,150.0
7744,7351,670.3333
7744,7352,160.0
7744,7355,137.0
7744,7358,1441.0
7744,7360,120.0
7744,7362,440.0
7744,7363,954.0
7744,7368,315.0
7744,7384,400.0
7744,7408,160.0
7744,7411,137.0
7744,7412,137.0
7744,7413,137.0
7744,7419,297.0
7744,7420,240.0
7744,7421,412.25
7744,7437,137.0
7744,7445,160.0
7744,7448,416.0
7744,7450,128.0
7744,7452,144.0
7744,7454,460.0
7744,7461,485.0
7744,7468,120.0
7744,7491,160.0
7744,7501,160.0
7744,7506,133.0
7744,7534,294.0
7744,7567,124.0
7744,7600,290.0
7744,7642,630.0
7744,7644,150.0
7744,7645,1070.3334
7744,7646,515.0
7744,7647,310.0
7744,7648,880.0
7744,7649,120.0
7744,7657,160.0
7744,7658,281.0
7744,7659,440.0
7744,7663,400.0
7744,7666,322.0
7744,7689,160.0
7744,7704,150.0
7744,7721,412.66666
7744,7732,150.0
7744,7733,240.0
7744,7734,257.0
7744,7735,278.0
7744,7736,994.0
7744,7737,120.0
7744,7738,398.0
7744,7740,120.0
7744,7741,710.0
7744,7742,120.0
7744,7743,120.0
7744,7965,250.0
7744,8045,360.0
7745,7256,200.0
7745,7351,747.0
7745,7352,160.0
7745,7355,137.0
7745,7358,175.0
7745,7359,160.0
7745,7360,630.0
7745,7361,480.0
7745,7362,375.0
7745,7363,790.0
7745,7364,160.0
7745,7367,292.0
7745,7368,324.0
7745,7369,300.0
7745,7370,160.0
7745,7371,160.0
7745,7376,160.0
7745,7384,343.3333
7745,7400,160.0
7745,7403,252.0
7745,7404,150.0
7745,7406,360.0
7745,7408,828.0
7745,7410,460.0
7745,7411,297.0
7745,7412,284.0
7745,7413,472.0
7745,7414,160.0
7745,7415,120.0
7745,7419,937.0
7745,7420,240.0
7745,7421,300.0
7745,7422,124.0
7745,7423,128.0
7745,7425,332.0
7745,7428,425.0
7745,7430,504.0
7745,7436,497.0
7745,7437,288.0
7745,7439,160.0
7745,7445,284.0
7745,7446,120.0
7745,7448,444.0
7745,7450,304.0
7745,7452,144.0
7745,7453,310.0
7745,7454,370.0
7745,7455,160.0
7745,7457,310.0
7745,7459,160.0
7745,7460,160.0
7745,7461,660.0
7745,7467,160.0
7745,7468,136.0
7745,7474,160.0
7745,7481,320.0
7745,7482,160.0
7745,7491,320.0
7745,7497,320.0
7745,7498,160.0
7745,7499,160.0
7745,7501,160.0
7745,7506,160.0
7745,7507,160.0
7745,7509,320.0
7745,7511,160.0
7745,7514,160.0
7745,7517,160.0
7745,7532,160.0
7745,7534,320.0
7745,7645,300.0
7745,7648,460.0
7745,7649,240.0
7745,7658,240.0
7745,7721,137.0
7745,7734,300.0
7745,7735,300.0
7745,7736,460.0
7745,7741,320.0
7745,7744,290.0
7745,7767,128.0
7745,7796,150.0
7746,7351,150.0
7746,7358,160.0
7746,7360,160.0
7746,7361,160.0
7746,7362,160.0
7746,7363,160.0
7746,7367,160.0
7746,7368,160.0
7746,7369,160.0
7746,7406,200.0
7746,7408,488.0
7746,7413,200.0
7746,7419,497.0
7746,7420,120.0
7746,7425,278.0
7746,7428,128.0
7746,7430,448.0
7746,7437,128.0
7746,7736,460.0
7746,7739,150.0
7746,7744,120.0
7747,7744,240.0
7748,7351,124.0
7748,7352,160.0
7748,7371,160.0
7748,7403,128.0
7748,7406,160.0
7748,7408,488.0
7748,7411,360.0
7748,7412,160.0
7748,7413,320.0
7748,7428,128.0
7748,7430,160.0
7748,7439,160.0
7748,7445,160.0
7748,7450,160.0
7748,7454,160.0
7749,7736,120.0
7750,7736,274.0
7750,7744,120.0
7751,7351,300.0
7751,7371,160.0
7751,7419,124.0
7751,7445,160.0
7751,7454,150.0
7751,7645,440.0
7751,7646,320.0
7751,7647,320.0
7751,7648,120.0
7751,7732,160.0
7751,7735,270.0
7751,7736,460.0
7751,7741,160.0
7751,7744,310.0
7751,7745,460.0
7752,7351,460.0
7752,7352,160.0
7752,7358,261.0
7752,7362,137.0
7752,7363,124.0
7752,7371,160.0
7752,7408,160.0
7752,7411,160.0
7752,7419,137.0
7752,7430,160.0
7752,7445,160.0
7752,7448,444.0
7752,7450,144.0
7752,7452,144.0
7752,7454,160.0
7752,7645,280.0
7752,7647,160.0
7752,7648,120.0
7752,7658,240.0
7752,7721,150.0
7752,7734,230.0
7752,7735,120.0
7752,7741,430.0
7752,7744,360.0
7752,7745,120.0
7752,7746,280.0
7752,7751,160.0
7753,7736,430.0
7753,9141,160.0
7754,7647,150.0
7754,7735,120.0
7754,7736,300.0
7754,7744,540.0
7755,7352,160.0
7755,7371,160.0
7755,7437,160.0
7755,7445,160.0
7755,7454,160.0
7755,7645,160.0
7755,7646,160.0
7755,7647,160.0
7755,7736,460.0
7755,7744,124.0
7755,7745,160.0
7755,7752,160.0
7756,7352,160.0
7756,7445,160.0
7756,7646,160.0
7757,7351,124.0
7757,7352,160.0
7757,7419,284.0
7757,7445,160.0
7757,7448,460.0
7757,7450,160.0
7757,7454,160.0
7757,7645,620.0
7757,7646,160.0
7757,7647,160.0
7757,7648,460.0
7757,7659,160.0
7757,7733,280.0
7757,7734,300.0
7757,7735,300.0
7757,7736,460.0
7757,7738,300.0
7757,7744,150.0
7757,7751,160.0
7757,7752,120.0
7757,7755,160.0
7759,7256,200.0
7759,7300,108.0
7759,7343,108.0
7759,7351,150.0
7759,7352,160.0
7759,7363,110.0
7759,7411,137.0
7759,7413,124.0
7759,7419,259.0
7759,7437,160.0
7759,7445,160.0
7759,7448,366.66666
7759,7454,150.0
7759,7647,110.0
7759,7658,144.0
7759,7659,297.0
7759,7736,300.0
7759,7744,120.0
7759,7745,110.0
7759,7757,160.0
7760,7352,160.0
7760,7411,160.0
7760,7412,160.0
7760,7415,240.0
7760,7430,160.0
7760,7445,160.0
7760,7446,240.0
7760,7452,144.0
7761,7445,160.0
7761,7457,160.0
7762,7411,160.0
7762,7412,160.0
7762,7415,240.0
7762,7425,160.0
7762,7430,160.0
7762,7445,160.0
7763,7256,200.0
7763,7300,245.0
7763,7309,245.0
7763,7343,108.0
7763,7351,244.0
7763,7358,248.0
7763,7360,244.0
7763,7363,121.333336
7763,7370,120.0
7763,7373,124.0
7763,7408,128.0
7763,7411,257.0
7763,7419,137.0
7763,7421,295.0
7763,7426,120.0
7763,7448,240.0
7763,7454,150.0
7763,7658,431.0
7763,7659,434.0
7763,7736,300.0
7763,7744,120.0
7763,7745,300.0
7763,7757,244.0
7765,7351,124.0
7765,7445,160.0
7765,7744,120.0
7767,7420,240.0
7767,7445,160.0
7768,7760,120.0
7769,7352,160.0
7769,7445,160.0
7769,7454,160.0
7769,7461,120.0
7769,7514,160.0
7770,7758,120.0
7771,7352,160.0
7771,7445,160.0
7771,7454,160.0
7772,7659,160.0
7774,7300,108.0
7774,7763,120.0
7775,7351,124.0
7775,7353,300.0
7775,7358,120.0
7775,7360,120.0
7775,7361,124.0
7775,7362,150.0
7775,7367,124.0
7775,7368,150.0
7775,7419,124.0
7775,7468,128.0
7775,7759,110.0
7775,7763,234.0
7776,7361,252.0
7776,7362,128.0
7776,7468,120.0
7776,7759,110.0
7777,7352,160.0
7777,7468,120.0
7777,7759,110.0
7777,7766,120.0
7778,7353,300.0
7778,7419,150.0
7778,7468,128.0
7778,7481,160.0
7778,7534,160.0
7778,7759,110.0
7778,7761,120.0
7778,7763,410.0
7778,7767,120.0
7778,7770,120.0
7778,7856,160.0
7779,7448,360.0
7780,7256,200.0
7780,7299,160.0
7780,7300,271.0
7780,7303,160.0
7780,7304,310.0
7780,7308,160.0
7780,7309,258.0
7780,7312,160.0
7780,7342,439.0
7780,7343,460.0
7780,7346,291.0
7780,7351,495.3333
7780,7355,124.0
7780,7358,432.6667
7780,7362,120.0
7780,7363,120.0
7780,7406,240.0
7780,7419,124.0
7780,7421,248.0
7780,7437,124.0
7780,7445,137.0
7780,7448,240.0
7780,7454,150.0
7780,7509,240.0
7780,7653,124.0
7780,7656,160.0
7780,7658,434.0
7780,7659,444.0
7780,7729,120.0
7780,7736,424.0
7780,7744,244.0
7780,7745,300.0
7780,7757,460.0
7780,7759,244.0
7780,7761,240.0
7780,7762,120.0
7780,7763,386.66666
7780,7764,120.0
7780,7769,120.0
7780,7774,120.0
7780,7775,424.0
7780,7778,574.0
7780,7779,120.0
7782,7655,160.0
7782,7775,240.0
7783,7352,160.0
7783,7412,160.0
7783,7414,160.0
7783,7430,160.0
7783,7439,160.0
7783,7445,160.0
7783,7450,160.0
7783,7454,160.0
7783,7460,160.0
7784,7256,235.0
7784,7299,310.0
7784,7300,369.0
7784,7303,284.0
7784,7304,284.0
7784,7308,284.0
7784,7309,258.0
7784,7342,129.0
7784,7343,270.0
7784,7346,258.0
7784,7351,120.0
7784,7352,160.0
7784,7358,277.3333
7784,7363,120.0
7784,7368,137.0
7784,7377,120.0
7784,7419,137.0
7784,7421,274.0
7784,7437,160.0
7784,7445,160.0
7784,7448,274.0
7784,7450,160.0
7784,7454,150.0
7784,7511,160.0
7784,7579,250.0
7784,7580,290.0
7784,7582,295.0
7784,7653,160.0
7784,7655,160.0
7784,7656,160.0
7784,7657,160.0
7784,7658,160.0
7784,7659,470.0
7784,7663,160.0
7784,7731,160.0
7784,7736,300.0
7784,7741,160.0
7784,7744,280.0
7784,7745,160.0
7784,7752,160.0
7784,7757,160.0
7784,7759,297.0
7784,7763,120.0
7784,7764,120.0
7784,7769,137.0
7784,7774,120.0
7784,7775,450.0
7784,7776,360.0
7784,7777,360.0
7784,7778,405.0
7784,7780,120.0
7785,7256,200.0
7785,7300,134.0
7785,7304,160.0
7785,7342,129.0
7785,7343,150.0
7785,7346,108.0
7785,7351,274.0
7785,7355,124.0
7785,7358,156.0
7785,7360,248.0
7785,7361,137.0
7785,7362,276.0
7785,7363,120.0
7785,7368,124.0
7785,7382,120.0
7785,7384,335.0
7785,7403,124.0
7785,7406,175.0
7785,7408,128.0
7785,7411,137.0
7785,7412,137.0
7785,7413,137.0
7785,7415,240.0
7785,7419,637.0
7785,7420,120.0
7785,7421,316.0
7785,7425,128.0
7785,7428,124.0
7785,7437,124.0
7785,7445,137.0
7785,7448,404.0
7785,7450,144.0
7785,7452,144.0
7785,7453,150.0
7785,7454,310.0
7785,7457,160.0
7785,7461,335.0
7785,7468,120.0
7785,7474,160.0
7785,7481,309.3333
7785,7497,160.0
7785,7498,160.0
7785,7506,120.0
7785,7509,160.0
7785,7534,304.0
7785,7658,160.0
7785,7659,297.0
7785,7736,437.0
7785,7744,120.0
7785,7759,257.0
7785,7762,120.0
7785,7763,257.0
7785,7769,120.0
7785,7774,120.0
7785,7775,360.0
7785,7776,360.0
7785,7777,360.0
7785,7778,360.0
7785,7779,120.0
7785,7780,261.0
7786,7352,160.0
7786,7445,160.0
7786,7454,150.0
7787,7352,160.0
7787,7358,108.0
7787,7362,120.0
7787,7371,160.0
7787,7413,124.0
7787,7419,124.0
7787,7425,160.0
7787,7452,144.0
7787,7655,150.0
7787,7658,150.0
7787,7778,110.0
7787,7780,120.0
7788,7370,160.0
7788,7408,160.0
7788,7411,160.0
7788,7413,160.0
7788,7437,160.0
7788,7491,160.0
7788,7514,160.0
7789,7762,120.0
7789,7778,120.0
7790,7408,160.0
7790,7454,160.0
7790,7457,160.0
7790,7491,160.0
7790,7500,150.0
7790,7501,160.0
7790,7502,150.0
7790,7503,150.0
7790,7504,120.0
7790,7506,150.0
7790,7507,150.0
7790,7511,160.0
7790,7514,160.0
7790,7646,160.0
7790,7647,160.0
7790,7655,160.0
7790,7656,160.0
7790,7657,160.0
7790,7659,160.0
7790,7663,160.0
7790,7721,150.0
7790,7727,160.0
7790,7731,160.0
7790,7732,160.0
7790,7736,160.0
7790,7739,160.0
7790,7744,160.0
7790,7745,160.0
7790,7752,160.0
7790,7756,160.0
7790,7757,160.0
7790,7788,160.0
7791,7780,120.0
7792,7659,160.0
7793,7445,160.0
7793,7454,160.0
7793,7659,160.0
7793,7784,160.0
7794,7180,500.0
7794,7232,235.0
7794,7256,2093.5
7794,7292,2001.0
7794,7300,711.0
7794,7303,160.0
7794,7304,160.0
7794,7309,394.0
7794,7320,295.0
7794,7321,295.0
7794,7327,626.0
7794,7328,770.0
7794,7337,250.0
7794,7341,792.5
7794,7342,274.0
7794,7343,432.0
7794,7346,299.0
7794,7347,124.0
7794,7349,295.0
7794,7351,352.0
7794,7358,253.33333
7794,7360,427.0
7794,7362,391.3333
7794,7363,295.3
7794,7364,240.0
7794,7365,120.0
7794,7367,240.0
7794,7368,471.0
7794,7369,240.0
7794,7370,240.0
7794,7384,527.3
7794,7403,124.0
7794,7406,257.0
7794,7408,598.0
7794,7411,137.0
7794,7412,137.0
7794,7413,137.0
7794,7418,120.0
7794,7419,124.0
7794,7421,474.0
7794,7425,128.0
7794,7428,360.0
7794,7430,128.0
7794,7434,360.0
7794,7436,124.0
7794,7437,604.0
7794,7446,240.0
7794,7448,402.8
7794,7453,150.0
7794,7454,377.0
7794,7460,240.0
7794,7461,551.0
7794,7468,240.0
7794,7481,376.8
7794,7499,240.0
7794,7501,124.0
7794,7506,266.0
7794,7507,120.0
7794,7509,360.0
7794,7534,438.8
7794,7547,1110.0
7794,7562,515.0
7794,7563,470.0
7794,7565,313.0
7794,7568,691.0
7794,7570,673.0
7794,7580,354.5
7794,7582,608.0
7794,7600,396.0
7794,7608,354.5
7794,7621,250.0
7794,7628,295.0
7794,7640,295.0
7794,7645,160.0
7794,7647,150.0
7794,7652,520.0
7794,7653,124.0
7794,7657,137.0
7794,7658,842.0
7794,7659,137.0
7794,7666,792.0
7794,7667,250.0
7794,7669,360.0
7794,7670,160.0
7794,7673,200.0
7794,7674,215.0
7794,7689,762.5
7794,7691,150.0
7794,7721,297.0
7794,7723,300.0
7794,7725,124.0
7794,7729,137.0
7794,7730,257.0
7794,7734,300.0
7794,7735,360.0
7794,7736,713.5
7794,7744,420.8
7794,7745,457.0
7794,7751,300.0
7794,7752,320.0
7794,7754,360.0
7794,7759,305.0
7794,7763,1130.0
7794,7764,240.0
7794,7769,124.0
7794,7775,124.0
7794,7776,150.0
7794,7778,124.0
7794,7779,240.0
7794,7780,676.0
7794,7784,1198.8
7794,7785,283.0
7794,7787,267.0
7794,8186,360.0
7794,8509,290.0
7794,9839,245.0
7795,7256,290.0
7795,7299,245.0
7795,7300,326.0
7795,7303,232.0
7795,7304,232.0
7795,7308,297.0
7795,7309,258.0
7795,7312,284.0
7795,7327,290.0
7795,7342,289.0
7795,7343,310.0
7795,7346,426.0
7795,7348,108.0
7795,7355,150.0
7795,7368,144.66667
7795,7384,160.0
7795,7410,240.0
7795,7415,240.0
7795,7420,240.0
7795,7421,411.0
7795,7461,160.0
7795,7474,160.0
7795,7481,144.0
7795,7534,160.0
7795,7579,550.0
7795,7580,1212.0
7795,7640,150.0
7795,7645,300.0
7795,7647,200.0
7795,7648,200.0
7795,7653,315.0
7795,7655,160.0
7795,7656,320.0
7795,7657,460.0
7795,7658,187.5
7795,7659,443.0
7795,7660,160.0
7795,7663,144.0
7795,7666,280.0
7795,7725,160.0
7795,7732,300.0
7795,7735,300.0
7795,7736,287.0
7795,7741,460.0
7795,7744,438.0
7795,7745,460.0
7795,7752,300.0
7795,7757,460.0
7795,7758,120.0
7795,7759,158.0
7795,7762,120.0
7795,7763,295.0
7795,7764,122.0
7795,7765,120.0
7795,7767,120.0
7795,7768,120.0
7795,7769,148.5
7795,7770,120.0
7795,7771,120.0
7795,7773,120.0
7795,7775,286.0
7795,7776,261.0
7795,7777,150.0
7795,7778,282.0
7795,7779,120.0
7795,7780,120.0
7795,7781,120.0
7795,7784,308.0
7795,7785,295.0
7795,7786,120.0
7795,7787,148.0
7795,8042,290.0
7795,8045,360.0
7796,7300,310.0
7796,7309,258.0
7796,7346,360.0
7796,7353,150.0
7796,7642,150.0
7796,7653,310.0
7796,7656,160.0
7796,7659,160.0
7796,7725,150.0
7796,7729,150.0
7796,7736,300.0
7796,7759,244.0
7796,7763,244.0
7796,7769,120.0
7796,7775,230.0
7796,7777,120.0
7796,7778,260.0
7796,7780,120.0
7796,7784,284.0
7796,7785,274.0
7796,7787,120.0
7796,7832,150.0
7796,7897,150.0
7797,7415,240.0
7797,7420,240.0
7797,7736,300.0
7797,7759,120.0
7797,7775,110.0
7797,7778,110.0
7797,7780,244.0
7797,7784,284.0
7797,7785,120.0
7797,7794,310.0
7797,7795,122.0
7798,7417,40.0
7798,7430,160.0
7798,7445,160.0
7799,7420,240.0
7800,7780,120.0
7800,7795,120.0
7801,7778,110.0
7801,7780,120.0
7801,7785,120.0
7801,7795,120.0
7802,7415,240.0
7802,7446,240.0
7802,7736,300.0
7802,7759,120.0
7802,7763,120.0
7802,7780,120.0
7802,7784,124.0
7802,7785,120.0
7802,7794,240.0
7803,7795,120.0
7804,7795,120.0
7805,7342,160.0
7805,7343,258.0
7805,7346,485.0
7805,7351,240.0
7805,7362,240.0
7805,7363,110.0
7805,7368,160.0
7805,7408,240.0
7805,7415,240.0
7805,7419,124.0
7805,7420,240.0
7805,7448,240.0
7805,7454,160.0
7805,7642,110.0
7805,7647,110.0
7805,7655,160.0
7805,7658,144.0
7805,7659,320.0
7805,7736,300.0
7805,7744,120.0
7805,7745,300.0
7805,7752,110.0
7805,7757,460.0
7805,7759,240.0
7805,7763,244.0
7805,7775,410.0
7805,7776,230.0
7805,7777,230.0
7805,7778,410.0
7805,7780,394.0
7805,7784,284.0
7805,7785,274.0
7805,7786,110.0
7805,7787,230.0
7805,7794,542.0
7805,7795,120.0
7805,7796,120.0
7806,7300,150.0
7806,7304,258.0
7806,7309,124.0
7806,7780,120.0
7806,7784,120.0
7806,7795,120.0
7807,7763,120.0
7808,7343,108.0
7808,7346,116.0
7808,7351,240.0
7808,7419,124.0
7808,7445,160.0
7808,7448,360.0
7808,7658,128.0
7808,7659,160.0
7808,7744,120.0
7808,7759,230.0
7808,7763,137.0
7808,7769,110.0
7808,7775,110.0
7808,7778,110.0
7808,7780,120.0
7808,7784,120.0
7808,7785,137.0
7808,7787,230.0
7808,7795,120.0
7808,7796,120.0
7808,7805,230.0
7809,7445,160.0
7809,7452,144.0
7809,7795,148.5
7810,7352,160.0
7810,7412,160.0
7810,7413,160.0
7810,7655,160.0
7811,7215,120.0
7811,7256,120.0
7811,7289,120.0
7813,7352,160.0
7813,7371,160.0
7813,7448,160.0
7816,7351,437.0
7816,7355,274.0
7816,7356,160.0
7816,7358,650.0
7816,7360,584.0
7816,7361,297.0
7816,7362,952.0
7816,7363,765.0
7816,7364,320.0
7816,7365,310.0
7816,7367,434.0
7816,7368,454.0
7816,7369,434.0
7816,7382,150.0
7816,7406,575.0
7816,7408,477.0
7816,7411,150.0
7816,7413,150.0
7816,7419,497.0
7816,7425,330.0
7816,7428,360.0
7816,7430,160.0
7816,7436,160.0
7816,7437,150.0
7816,7448,160.0
7816,7451,160.0
7816,7452,160.0
7816,7468,160.0
7816,7723,150.0
7816,7759,150.0
7816,7780,160.0
7816,7784,150.0
7816,7794,150.0
7816,7795,160.0
7816,7796,137.0
7816,7805,160.0
7816,7821,120.0
7816,7830,120.0
7816,9283,120.0
7818,7820,128.0
7819,7419,137.0
7819,7445,160.0
7819,7448,160.0
7820,7362,124.0
7820,7363,248.0
7820,7419,137.0
7820,7448,128.0
7820,7534,248.0
7821,7351,137.0
7821,7355,150.0
7821,7358,315.0
7821,7360,310.0
7821,7361,428.0
7821,7362,495.0
7821,7363,470.0
7821,7365,160.0
7821,7367,310.0
7821,7368,155.0
7821,7369,310.0
7821,7408,360.0
7821,7412,160.0
7821,7419,317.0
7821,7425,320.0
7821,7436,150.0
7821,7445,320.0
7821,7448,160.0
7821,7468,128.0
7821,7491,160.0
7821,7501,160.0
7823,7351,150.0
7823,7352,160.0
7823,7356,124.0
7823,7358,470.0
7823,7359,160.0
7823,7360,300.0
7823,7361,297.0
7823,7362,490.0
7823,7363,485.0
7823,7367,284.0
7823,7368,175.0
7823,7369,160.0
7823,7370,160.0
7823,7408,497.5
7823,7411,350.0
7823,7413,150.0
7823,7419,350.0
7823,7425,160.0
7823,7430,160.0
7823,7437,160.0
7823,7439,160.0
7823,7445,160.0
7823,7448,160.0
7823,7450,160.0
7823,7454,150.0
7823,7460,160.0
7823,7468,160.0
7823,7491,160.0
7823,7796,150.0
7823,7819,160.0
7824,7822,240.0
7825,7361,137.0
7825,7362,160.0
7825,7363,160.0
7825,7367,124.0
7829,7361,124.0
7829,7408,150.0
7829,7419,310.0
7829,7421,150.0
7829,7837,310.0
7830,7362,160.0
7830,7363,150.0
7830,7448,128.0
7830,7814,248.0
7830,7828,120.0
7830,7832,120.0
7831,7362,200.0
7831,7363,150.0
7831,7408,160.0
7831,7419,340.0
7831,7448,160.0
7831,7819,120.0
7831,7823,120.0
7832,7351,137.0
7832,7352,160.0
7832,7353,150.0
7832,7355,150.0
7832,7356,160.0
7832,7358,315.0
7832,7360,150.0
7832,7361,310.0
7832,7362,670.0
7832,7363,470.0
7832,7364,320.0
7832,7365,310.0
7832,7367,310.0
7832,7368,150.0
7832,7369,310.0
7832,7408,615.0
7832,7412,310.0
7832,7414,160.0
7832,7419,510.0
7832,7425,200.0
7832,7428,360.0
7832,7430,480.0
7832,7436,360.0
7832,7445,320.0
7832,7448,160.0
7832,7450,160.0
7832,7468,144.0
7832,7491,160.0
7832,7514,160.0
7832,7794,150.0
7832,7814,120.0
7832,7816,270.0
7832,7821,240.0
7832,7822,240.0
7833,7358,160.0
7833,7362,160.0
7833,7724,160.0
7834,7351,150.0
7834,7352,160.0
7834,7362,150.0
7834,7370,160.0
7834,7371,160.0
7834,7384,160.0
7834,7411,160.0
7834,7414,160.0
7834,7419,310.0
7834,7425,160.0
7834,7430,160.0
7834,7445,160.0
7834,7448,160.0
7834,7450,160.0
7834,7454,160.0
7834,7460,160.0
7834,7461,160.0
7834,7474,160.0
7834,7481,288.0
7834,7491,160.0
7834,7502,160.0
7834,7507,160.0
7834,7514,160.0
7834,7534,160.0
7834,7724,160.0
7834,7784,160.0
7834,7841,160.0
7836,7362,150.0
7836,7363,150.0
7836,7364,160.0
7836,7368,150.0
7836,7832,280.0
7837,7351,150.0
7837,7361,124.0
7837,7408,350.0
7837,7419,510.0
7837,7421,150.0
7837,7448,160.0
7837,7813,160.0
7838,7812,120.0
7838,7824,240.0
7838,7831,120.0
7840,7352,160.0
7840,7355,137.0
7840,7358,600.0
7840,7360,274.0
7840,7361,137.0
7840,7362,737.0
7840,7363,610.0
7840,7364,310.0
7840,7367,597.0
7840,7368,124.0
7840,7369,274.0
7840,7370,160.0
7840,7371,160.0
7840,7408,150.0
7840,7419,443.0
7840,7445,160.0
7840,7448,160.0
7840,7461,300.0
7840,7491,160.0
7840,7514,160.0
7840,7534,216.0
7840,7723,300.0
7840,7724,160.0
7840,7739,160.0
7840,7794,150.0
7840,7814,120.0
7840,7816,300.0
7840,7820,120.0
7840,7823,120.0
7840,7828,120.0
7840,7830,300.0
7840,7832,300.0
7840,7834,460.0
7840,7836,120.0
7840,7839,120.0
7841,7351,150.0
7841,7352,160.0
7841,7362,160.0
7841,7363,160.0
7841,7408,540.0
7841,7419,310.0
7841,7425,160.0
7841,7448,160.0
7841,7818,120.0
7841,7819,120.0
7842,7351,120.0
7842,7352,310.0
7842,7355,137.0
7842,7358,497.2
7842,7360,120.0
7842,7361,131.33333
7842,7362,124.0
7842,7363,142.8
7842,7367,122.0
7842,7368,126.0
7842,7371,150.0
7842,7376,150.0
7842,7384,297.0
7842,7400,160.0
7842,7408,288.0
7842,7411,160.0
7842,7413,287.0
7842,7419,284.0
7842,7421,450.0
7842,7425,128.0
7842,7430,128.0
7842,7437,128.0
7842,7445,160.0
7842,7448,128.0
7842,7450,150.0
7842,7452,144.0
7842,7454,310.0
7842,7460,160.0
7842,7461,310.0
7842,7481,128.0
7842,7506,270.0
7842,7511,150.0
7842,7514,150.0
7842,7517,150.0
7842,7534,160.0
7842,7689,120.0
7842,7723,150.0
7842,7730,175.0
7842,7736,310.0
7842,7744,310.0
7842,7745,150.0
7842,7790,160.0
7842,7794,270.0
7842,7795,160.0
7842,7840,150.0
7843,7413,150.0
7843,7450,150.0
7844,7352,160.0
7844,7361,124.0
7844,7362,120.0
7844,7363,240.0
7844,7367,124.0
7844,7368,305.0
7844,7371,160.0
7844,7419,270.0
7844,7445,160.0
7844,7448,144.0
7844,7449,160.0
7844,7454,160.0
7844,7718,137.0
7844,7736,300.0
7844,7752,160.0
7844,7757,160.0
7844,7790,160.0
7844,7794,124.0
7844,7842,150.0
7845,7352,160.0
7845,7371,160.0
7845,7445,160.0
7845,7739,160.0
7845,7790,160.0
7846,7352,160.0
7846,7363,312.6667
7846,7367,124.0
7846,7445,160.0
7846,7450,160.0
7846,7739,160.0
7846,7790,160.0
7847,7352,160.0
7847,7361,124.0
7847,7362,120.0
7847,7363,124.0
7847,7367,124.0
7847,7369,124.0
7847,7371,160.0
7847,7445,160.0
7847,7848,160.0
7848,7351,248.0
7848,7358,300.0
7848,7360,248.0
7848,7361,124.0
7848,7362,920.0
7848,7363,779.0
7848,7367,729.0
7848,7368,914.0
7848,7369,124.0
7848,7408,324.0
7848,7413,137.0
7848,7419,919.0
7848,7448,444.0
7848,7450,160.0
7848,7454,150.0
7848,7461,160.0
7848,7534,160.0
7848,7736,300.0
7848,7744,160.0
7848,7780,300.0
7848,7784,160.0
7848,7794,424.0
7848,7795,160.0
7848,7842,150.0
7848,7844,238.0
7849,7848,120.0
7851,7343,120.0
7851,7351,137.0
7851,7358,120.0
7851,7361,122.0
7851,7363,122.0
7851,7368,300.0
7851,7419,424.0
7851,7445,160.0
7851,7448,460.0
7851,7534,160.0
7851,7736,300.0
7851,7744,160.0
7851,7757,160.0
7851,7759,110.0
7851,7784,160.0
7851,7794,552.0
7851,7795,310.0
7851,7805,110.0
7851,7808,110.0
7851,7844,238.0
7851,7848,160.0
7851,7849,120.0
7851,7850,120.0
7853,7352,160.0
7853,7371,160.0
7853,7408,160.0
7853,7449,160.0
7853,7450,160.0
7853,7501,160.0
7853,7739,160.0
7853,7790,160.0
7853,7850,120.0
7854,7352,160.0
7854,7371,160.0
7854,7376,160.0
7854,7413,160.0
7854,7445,160.0
7854,7450,160.0
7854,7454,160.0
7854,7460,160.0
7854,7497,160.0
7854,7511,160.0
7854,7514,160.0
7854,7739,160.0
7854,7744,160.0
7854,7790,160.0
7855,7352,160.0
7855,7355,150.0
7855,7361,124.0
7855,7362,430.0
7855,7363,425.0
7855,7367,124.0
7855,7371,160.0
7855,7445,124.0
7855,7468,120.0
7855,7501,160.0
7855,7739,160.0
7855,7744,160.0
7855,7784,160.0
7855,7790,160.0
7855,7844,160.0
7855,7845,160.0
7855,7853,160.0
7856,7355,137.0
7856,7358,120.0
7856,7360,424.0
7856,7361,434.0
7856,7362,412.0
7856,7363,416.0
7856,7364,310.0
7856,7367,420.0
7856,7368,289.0
